Walmart Item ID,Product Name,Category
25524596,"Enjoy Life Semi-Sweet Mini Chocolate Chips, 10 oz Bag",Chocolate Chips
897578809,"So Delicious Vegan, Non Dairy Key Lime Coconut Milk Yogurt Alternative, 5.3 oz Container",Coconut Milk Yogurt Alternative
748655621,Chomps Chomp Original Turkey Jerky,Turkey Jerky
838866327,"Perfect Bar, Dark Chocolate Chip Peanut Butter Protein Bar, 2.3 Ounce Bar, 4 Count",Protein Bar
20441649,"Sensible Portions Gluten-Free Cinnamon Apple Straws, 6 oz",Apple Straws
40955799,"Annie's Gluten Free Chewy Granola Bars, Double Chocolate Chip, 5 Bars, 4.9 oz.",Granola Bars
292472814,"Very Berry Cheerios, Heart Healthy Cereal, Family Size, 18.6 OZ",Cereal
10292756,"Oscar Mayer Deli Fresh Rotisserie Seasoned Chicken Breast, for a Low Carb Lifestyle, 9 oz Tray",Rotisserie Chicken Breast
871607300,"Quest Nutrition, Tortilla Style Protein Chips, Low Carb, High Protein, Loaded Taco, 4.5 oz, 4 Ct",Protein Chips
28026833,"Great Value Mandarin Oranges No Sugar Added, 4 pk",Mandarin Oranges
650756039,"Great Value Gluten Free Cream of Mushroom Condensed Soup, 10.5 oz",Condensed Soup
10312198,"Allens Canned Cut Italian Green Beans, 14.5 oz",Canned Green Beans
459005634,"Equate High Performance Protein Shake, Vanilla, 11 fl oz, 12 Ct",Protein Shake
48859458,"StarKist Tuna Creations, Bacon Ranch, 2.6 oz Pouch",Tuna Creations
37587882,"Great Value Gluten-Free Dark Chocolate Granola Bars, 4.4 oz. 5 Count",Granola Bars
183243857,"Post Fruity PEBBLES Cereal, Fruity Kids Cereal, Gluten Free, 36 oz Cereal Bag",Cereal
170192822,"Tajn Clsico Seasoning, Chili Lime Seasoning, 9 oz",Seasoning
853350001,"Tabla Fresca Farmstand Original Salsa, 32 oz, Gluten-Free",Salsa
131775683,"Barefoot Cellars Pinot Grigio White Wine, California,1.5 Liter Glass Bottle",White Wine
259959931,"Sam's Choice Keto Friendly White Hamburger Buns, 14 oz, 8 Count",Hamburger Buns
763105294,"DEVOUR Chicken Cordon Bleu Mac and Cheese Frozen Meal, 10.5 Oz Box",Frozen Meal
523209999,"Marketside Premium Ready-to-Serve Bacon Cheddar Ranch Dip Small Tub (16 oz, 1 Count)",Dip
10804838,"Stouffer's Stuffed Peppers Family Size Frozen Meal, 32 oz (Frozen)",Frozen Meal
10898723,Breyers Original Ice Cream Vanilla Chocolate Strawberry 48 oz,Ice Cream
691512678,CAULIPOWER Gluten Free All Natural Chicken Tenders 14 oz,Chicken Tenders
605198861,"Birds Eye Veggie Pasta Penne with Cheddar Cheese Sauce, Frozen Side, 10 oz Bag (Frozen)",Frozen Side
541945647,"CAULIPOWER Cauliflower Crust, 11 oz, 2 Count",Cauliflower Crust
1794069532,"Freshness Guaranteed Peanut Butter Fudge No Bake Cookies, 12.38 oz (Shelf Stable Pieces)",No Bake Cookies
44316908,"Jelly Belly Jelly Beans Candy, Sport Beans, 6 Assorted Flavors, 1 oz",Jelly Beans
17056847,"Celestial Seasonings Honey Vanilla Chamomile Herbal Tea Bags, 20 Count",Herbal Tea
2996941048,"SkinnyPop Gluten-Free Original and White Cheddar Popcorn Variety Pack, 0.5 oz, 20 Count",Popcorn Variety Pack
41578529,"Sparkling Ice® Variety Pack, 17 Fl Oz, 12 Count (Black Raspberry, Cherry Limeade, Orange Mango, Kiwi Strawberry)",Sparkling Water
47133229,"Ocean Spray 100% Grapefruit Juice, 60 Fl. Oz.",Grapefruit Juice
10315218,"Great Value Country Style 100% Orange Juice, 64 fl oz",Orange Juice
442749222,"Mountain Dew Kickstart Pineapple Orange & Mango Soda Pop, 16 Fl Oz, Can",Soda Pop
755139766,"Alani Nu Protein Coffee, Mocha, 12 fl oz Bottle",Protein Coffee
37911611,"International Delight Light Mocha Iced Coffee, 64 Oz.",Iced Coffee
11964580,"Starbucks Frappuccino Iced Coffee, 9.5 oz, 4 Pack Bottles",Iced Coffee
13281673,"Blue Bell Rainbow Sherbet Quart, 32 fl oz",Sherbet
10293740,"7UP Lemon Lime Soda, 12 fl oz cans, 24 pack",Lemon Lime Soda
11997753,"Franzia Vintner Select Chardonnay White Wine, 5 L Bag In Box, ABV 12.50%",White Wine
875388914,"Daiya Dairy Free Gluten Free Meatless Meat Lover's Vegan Pizza, 19.1 oz (Frozen)",Vegan Pizza
38389503,"Jose Cuervo Classic Lime Margarita Mix, 59.2 fl oz",Margarita Mix
702555625,"Healthy Choice Power Bowls Adobo Chicken Frozen Meal, 9.75 oz (Frozen)",Frozen Meal
615535643,"White Claw Hard Seltzer Variety Pack No.3, 12 Pack, 12 fl oz Cans, 5% ABV",Hard Seltzer
956611016,"Great Value Blue Fruit & Vegetable Smoothie, 8 Oz",Smoothie
253394032,"Gardein Ultimate Plant-Based Vegan Chick'n Nuggets, 14.7 oz (Frozen)",Vegan Nuggets
139648027,"nutpods Sugar Free, French Vanilla, Almond + Coconut Creamer, 25.4 oz",Creamer
721215411,"KIND Kids 100% Whole Grain Gluten Free Chewy Chocolate Chip Granola Bars, 0.81 oz, 10 Count",Granola Bars
52642273,"Quest Protein Bar, Smores, 20g Protein, 4 Ct",Protein Bar
377356856,"Impossible Foods, Plant Based, Ground, Brick, 12oz, (Fresh)",Plant-Based Ground
10314948,"Great Value Pinto Beans, 4 lb",Pinto Beans
13925372,"Great Value No Sugar Added Cherry Pie Filling or Topping, 20 oz",Cherry Pie Filling
887305646,"Bob's Red Mill, Old Fashioned Rolled Oats, Gluten Free, 32 oz",Rolled Oats
138584087,"P3 Turkey, Cashews, Cheddar Cheese & Cranberries Protein Snack Pack, 3.2 Oz Tray",Protein Snack Pack
10309800,"Atkins Milk Chocolate Delight Protein Shake, High Protein, Low Carb, Low Sugar, Keto, 4 Ct",Protein Shake
206545158,Roth Chvre Plain Fresh Goat Cheese Log 4 oz,Goat Cheese
13424843,"505 Southwestern Hatch Valley Flame Roasted Green Chiles, 16 oz",Green Chiles
584703296,"Prime Hydration Drink, Blue Raspberry, 16.9 fl oz, Single Bottle",Hydration Drink
16915158,"Celestial Seasonings Fruit Tea Sampler, Caffeine-Free Herbal Tea Bags, 18 Count",Herbal Tea
152668820,"Pure Protein Bar, Chocolate Deluxe, 21g Protein, 1.76 oz, 12 Ct",Protein Bar
47446797,"Hillshire Snacking Hot Calabrese Salami, Gouda Cheese, Toasted Rounds Snack Kit, 2.76 oz",Snack Kit
10312015,"Hershey's Milk Chocolate Baking Chips, Bag 11.5 oz",Baking Chips
17787225,"Aquafina Purified Water, 12 oz Bottled Water, 8 Count",Bottled Water
20703121,"Crunch Pak Snack with Fresh Tart Sliced Apples and Caramel, 2.75 oz",Apple Snack
665515298,"Naked Juice Tropical Guava Fruit Smoothie, 15.2 oz Bottle",Fruit Smoothie
15610501,"CHI-CHI'S Thick and Chunky Salsa, Gluten Free, Chip Dip, Mild, 16oz Jar​ (1 Jar)",Salsa
46575488,"Jack Daniel's Seasoned Beef Brisket, Fully Cooked, Ready to Heat, 16 oz Tray (Refrigerated)",Beef Brisket
2710203739,Kinder's The Chicken Dipping Sauce 13.2oz,Dipping Sauce
323450566,"HORMEL NATURAL CHOICE Original Thick Cut Uncured Pork Bacon, 20 oz (Plastic)",Bacon
728051769,"Nature's Bakery, Original Fig Bars, 10 Twin Packs, 2 oz",Fig Bars
512722197,"Lucky Charms Breakfast Cereal Treat Bars, Snack Bars, Value Pack, 16 ct",Cereal Bars
988616664,"Trix Breakfast Cereal Treat Bars, Value Pack, 16 ct",Cereal Bars
820237437,Captain Crunch 16ct Treat Bar Crunchberries 13.5 OZ,Cereal Bar
383858865,"Honey Stinger, Individual Healthy Organic Snack Waffle, Honey, 6 Ct",Organic Snack Waffle
15935188,"Hillshire Farm Lit'l Smokies Smoked Sausage, 14 oz",Smoked Sausage
533767006,"Freshness Guaranteed Guacamole, Mild, 8 oz",Guacamole
24221176,"Marketside Savory Garlic Knots, 10.4 oz, 8 Count",Garlic Knots
10309108,"Carl Buddig Gluten Free Honey Ham, pouch 2 oz",Honey Ham
50687303,"Great Value Organic Chick Pea Garbanzo Beans, 15 oz Can",Garbanzo Beans
13908408,"Lunchables Ham & American Cheese Cracker Stackers Kids Lunch Meal Kit, 9.1 oz Box",Lunchables
10804439,"Oscar Mayer Deli Fresh Oven Roasted Sliced Turkey Breast Deli Lunch Meat Family Size, 16 Oz Package",Turkey Breast
23554589,"Oscar Mayer Deli Fresh Cracked Black Pepper Sliced Turkey Breast Deli Lunch Meat Family Size, 16 oz Package",Turkey Breast
42294613,"Perdue Harvestland, Free Range, Boneless Chicken Breast, 25g Protein 4oz Svg, 1.3-1.9 lb. Tray",Boneless Chicken Breast
42294614,"Perdue Harvestland, Boneless Skinless Chicken Thighs, 20g Protein 4oz Svg, 1.3-1.9 lb Tray",Chicken Thighs
50067993,"Tyson All Natural, Fresh, Boneless, Skinless Chicken Breasts, 1.75 - 3.0 lbs Tray, 1.75 - 3.0 lb Tray",Chicken Breasts
330676151,"Perdue Perfect Portions, Free Range, Boneless Skinless Chicken Breast, 29g Protein 4oz Svg, 1.65 lb.",Chicken Breast
979520466,"Marketside Decadent Oatmeal Raisin Cookies, 13.5 oz, 6 Count",Oatmeal Raisin Cookies
14712185,"Perdue Harvestland, Thin-Sliced Boneless Chicken Breast, 25g Protein 4oz Svg, 1.1-1.7 lb. Tray",Chicken Breast
771227440,"Siete Foods Grain Free Crunchy Taco Shells, 12 Count Box",Taco Shells
14940752,"Zatarain's Frozen Meal - Shrimp Alfredo, 10.5 oz Packaged Meals",Frozen Meal
15680977,"Jones Dairy Farm Hickory Smoked Canadian Bacon, 6 oz",Canadian Bacon
10316095,"Johnsonville Mild Italian Pork Sausage Links, 19 oz, 5 Count Tray",Italian Sausage
49463774,"Hillshire Farm Beef Lit'l Smokies Smoked Sausage, 12 oz",Smoked Sausage
52518416,"P3 Turkey, Ham & Cheddar Cheese Protein Snack Pack, 2.3 Oz Tray",Protein Snack Pack
22027021,"StarKist Tuna Creations, Herb and Garlic, 2.6 oz Pouch",Tuna Creations
10316091,"Johnsonville Brats Original Pork Bratwurst Links, 19 oz, 5 Count Tray",Bratwurst
10316039,"Great Value: 100% Extra Virgin Olive Oil, 25.5 fl oz",Olive Oil
43710697,"Oscar Mayer Original Bacon 12-Hour Natural Wood Smoked Mega Pack, 22 Oz Pack",Bacon
10403374,Farmland Diced Ham 16oz,Diced Ham
37910813,"Silk Dairy Free, Gluten Free, Unsweet Coconut Milk, 64 fl oz Half Gallon",Coconut Milk
48859460,"StarKist Tuna Creations, Bold Hot Buffalo Style, 2.6 oz Pouch",Tuna Creations
10307898,"Land O' Frost Premium, Hickory Smoked Turkey Breast, Deli Lunch Meat, Resealable Plastic Pouch,1 lb",Turkey Breast
46491752,"Great Value Unsweetened Vanilla Almondmilk, Half Gallon",Almondmilk
10306794,"Bush's Canned Pinto Beans, Canned Beans, 16 oz Can",Pinto Beans
10452785,"Milk Duds Chocolate and Caramel Candy, Box 5 oz",Chocolate Candy
833668223,"Larabar Chocolate Chip Cookie Dough, Gluten Free Fruit & Nut Bar, 18 Ct",Granola Bar
26958290,CLIF BLOKS - Black Cherry Flavor with Caffeine - Energy Chews - Non-GMO - Plant Based - Fast Fuel for Cycling and Running - Quick Carbohydrates and Electrolytes - 2.12 oz.,Energy Chews
631155967,"Rice Krispies Treats Original Chewy Large Marshmallow Snack Bars, 26.4 oz, 12 Count",Snack Bars
971430994,"Head and Shoulders Dandruff Shampoo, Classic Clean, 12.5 oz",Dandruff Shampoo
1697252355,"Nature Valley Savory Nut Crunch Bars, White Cheddar, 0.89 oz, 5 bars",Nut Crunch Bars
2732303653,"Nature Valley Savory Nut Crunch Bars, Everything Bagel, 0.89 oz, 5 bars",Nut Bars
832534540,"Freshness Guaranteed Hot Salsa, 24 oz",Salsa
30909793,"La Costena Chipotle Sauce, 7 oz",Chipotle Sauce
21623791,"Velveeta Queso Blanco Melting Cheese Dip & Sauce, 32 oz Block",Cheese Dip
13908149,"Velveeta Mexican Melting Cheese Dip & Sauce with Jalapeno Peppers, 32 oz Block",Cheese Dip
12444428,"Jimmy Dean Sausage Egg & Cheese Biscuit Sandwich, 36 oz, 8 Count (Frozen)",Breakfast Sandwich
10306777,"Bush's Chili Beans, Canned Pinto Beans in Mild Chili Sauce, 27 oz Can",Canned Beans
22027023,"StarKist Tuna Creations, Sweet and Spicy, 2.6 oz Pouch",Tuna Pouch
54049488,"Birds Eye Steamfresh Broccoli Florets, Frozen, 10.8 oz",Frozen Broccoli
396785612,"Great Value Organic Vegetable Broth, 32 oz",Vegetable Broth
35791411,"Nathan's Famous Bun Length Skinless Beef Franks, 12 oz",Beef Franks
125625328,"Nature's Bakery, Raspberry Fig Bars, 10 Twin Packs, 2 oz Each",Fig Bars
132061395,"Nature's Bakery, Blueberry Fig Bars, 10 Twin Packs, 2 oz Each",Fig Bars
10292642,"Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package",Deli Lunch Meat
23872523,"Johnsonville Smoked Beef Bratwurst, 6 Links, 12 oz",Beef Bratwurst
32257670,"StarKist Tuna Creations, Ranch, 2.6 Ounce Pouch",Tuna Creations
598539534,"Freshness Guaranteed Fully Cooked Fajita Seasoned Grilled White Meat Chicken, 16 Ounce, 20g of Protein per Serving, No Artificial Ingredients, Gluten Free",Grilled Chicken
38772337,"Oscar Mayer Deli Fresh Oven Roasted Sliced Turkey Breast Deli Lunch Meat, 22 oz Package",Sliced Turkey Breast
14008720,"John Morrell Diced Ham, 8 oz",Diced Ham
10313896,"Tony Chacheres, Seasoning, Cajun, Original, 17 oz",Seasoning
610985119,"Great Value Fat-Free Turkey Breast, 16 oz",Turkey Breast
41172859,"Mission Yellow Corn Tortillas, 80 Count",Corn Tortillas
15754254,"Sargento Sliced Mild Natural Cheddar Cheese, 11 slices",Cheddar Cheese
10307893,"Land O' Frost Premium Pork, Smoked Ham, Deli Lunch Meat, 1 lb, Resealable Plastic Pouch",Deli Lunch Meat
38344776,"P3 Ham, Cashews & Colby Jack Cheese Protein Snack Pack, 2 Oz Tray",Protein Snack Pack
10309184,"Barilla Classic Rigatoni Pasta, 16 oz",Pasta
19399932,"Snickers Ice Cream Bars, 2.0 fl oz, 12 Count",Ice Cream Bars
10309183,"Barilla Classic Farfalle Pasta, 16 oz",Pasta
12166349,"Blue Bonnet Vegetable Oil Spread, 45 oz Tub",Vegetable Oil Spread
684991077,"Chick-fil-A Sauce, 24 fl oz Squeeze Bottle",Sauce
869369739,"HERDEZ Fire Roasted Verde, Mexican Salsa, Tortilla Chip Dip, 15.7 oz jar",Salsa
10449955,"La Moderna Fideo Macaroni, 7.05 oz",Macaroni
39127386,"Great Value Chewy Granola Bars Variety Pack, Value Pack, 0.84 oz, 24 Count",Granola Bars
10311392,"Nature Valley Crunchy Granola Bars, Oats 'N Honey, 8.94 oz, 6 ct, 12 bars",Granola Bars
955152188,"Great Value Sweet & Salty Chewy Cashew Granola Bars, 7.4 oz, 6 Count",Granola Bars
26572609,Great Value Chewy Protein Bar Peanut Butter & Dark Chocolate 10g Protein 5 Ct,Protein Bar
967844640,"Reese's Puffs Cinnamon Toast Crunch Cereal Treat Bars Variety Pack, 28 ct",Cereal Treat Bars
10316176,"505 Southwestern Medium Green Chile Salsa, 16 oz",Green Chile Salsa
667215074,"My Brother's Salsa: Our House Salsa (Mild), 16 oz",Salsa
29209910,"Bar-S Deli Style Smoked Ham Lunch Meat, 16 oz",Smoked Ham Lunch Meat
51259140,"Pork Country Style Ribs Boneless, 1.1 - 2.5 lb Tray",Country Style Ribs
339769224,"Great Value Garlic Salt, 5.7 oz",Garlic Salt
10452657,"Smithfield, Boneless Cooked Hickory Smoked Ham Steak, 97% Fat-Free, .6-2 lb",Ham Steak
22259064,"HORMEL NATURAL CHOICE Uncured Pork Bacon Original, 12 oz Plastic Package",Bacon
11045794,"Toasteds Variety Pack Crackers, 12 oz",Crackers
330313658,"Great Value Kosher Basil Leaves, 0.8 oz",Basil Leaves
14122353,"Tyson Any'tizers Buffalo Style Boneless Chicken Bites, 1.5 lb Bag (Frozen)",Boneless Chicken Bites
10794804,"Ore-Ida Extra Crispy Fast Food Fries, French Fried Frozen Potatoes, 26 oz Bag",Frozen Potatoes
16777400,"Squirt Citrus Soda, 12 fl oz cans, 12 pack",Citrus Soda
455193695,"Great Value Vanilla Ice Cream, 1 Gallon",Vanilla Ice Cream
44391090,"Blue Bell Gold Rim Homemade Vanilla Ice Cream Half Gallon, 64 fl oz",Ice Cream
10794812,"Ore-Ida Golden Crinkles, Crinkle Cut Fries, French Fried Frozen Potatoes, 32 oz Bag",Frozen Potatoes
35657071,"Jack's Cheese, Original Thin Crust Pizza, 13.8 oz (Frozen)",Frozen Pizza
32285837,"Great Value Frozen Cooked Extra Small Peeled & Deveined, Tail-off Shrimp, 12 oz (100-150 Count per lb)",Frozen Shrimp
10898817,"Nasoya Refrigerated Soy Extra Firm Organic Tofu, 14 oz",Tofu
11964592,"Ore-Ida Golden Crispy Potato Crowns, Seasoned Shredded Frozen Potatoes, 30 oz Bag",Frozen Potatoes
12444412,"Jimmy Dean Delights Turkey Sausage Breakfast Bowl, 7 oz (Frozen)",Breakfast Bowl
12444411,"Jimmy Dean Sausage Breakfast Bowl, 7 oz (Frozen)",Breakfast Bowl
730378482,"Great Value Mixed Vegetables, 32 oz (Frozen)",Mixed Vegetables
571358544,"Great Value Frozen Whole Kernel Corn, 32 oz Bag",Frozen Corn
51259130,"Pork Ribeye Chops Boneless, 2.0 - 3.3 lb Tray",Pork Chops
10804843,"Stouffer's Cheddar Potato Bake Frozen Meal, 10 oz (Frozen)",Frozen Meal
10804944,"Reames Homestyle Egg Noodles, 24 oz Bag, Frozen Egg Noodles",Egg Noodles
879835763,"Freshness Guaranteed Chocolate Mini Cake Bites, 13.5 oz, 16 Count, Clamshell",Cake Bites
15754248,"Oscar Mayer Carving Board Oven Roasted Sliced Turkey Breast Deli Lunch Meat, 7.5 Oz Package",Sliced Turkey Breast
10448232,"Oroweat Original Health Nut Bread, Baked with Simple Ingredients & Whole Grains & Nuts, 24 oz",Bread
55051621,"Green Giant Riced Veggies, Cauliflower, 10 oz (Frozen Vegetables)",Frozen Vegetables
21656993,"Great Value Frozen Wild Caught Pink Salmon Skin-on Fillets, 2 lb",Frozen Salmon
190183939,"Great Value Ranch Chunk Light Tuna, 2.6 oz Pouch",Tuna
10898755,"Great Value Natural Brown Long Grain Rice, 32 oz",Brown Rice
43951338,"Great Value Maple Flavored Pork Sausage Patties, 24.92 oz (Frozen)",Pork Sausage Patties
10292667,"Oscar Mayer Center Cut Original Bacon, 12 Oz Pack",Bacon
44391002,"Prima Della Cracked Pepper Turkey Breast, Deli Sliced",Turkey Breast
108093440,"Prima Della Hickory Smoked Turkey Breast, Deli Sliced",Turkey Breast
10291563,"Sargento Sliced Gouda Natural Cheese, 10 slices",Gouda Cheese
16224507,"Wright Brand Thick Cut Hickory Real Wood Smoked Bacon, 3 lb",Bacon
338684992,"Nature's Bakery, Oatmeal Crumble, Strawberry Breakfast Snack Bars, 1.41 oz, 10 Count",Breakfast Snack Bars
46500413,"Great Value Thin Sliced Black Forest Ham, 8 oz",Black Forest Ham
10535984,"HORMEL BLACK LABEL Microwave Ready Pork Bacon, Gluten Free, 12 oz Plastic Pouch (4 Pouches per Pack)",Bacon
967953484,"Applegate Naturals Chicken & Maple Breakfast Sausage Links, 20oz (Frozen)",Breakfast Sausage
10315842,"Sam's Choice 100% Angus Beef Burgers, 6 - 1/3 Pound Beef Burgers, 2 Pound Box",Beef Burgers
100470326,"Great Value Shredded Medium Cheddar Cheese, 16 oz",Cheddar Cheese
34186948,"Great Value Shredded Sharp Cheddar Cheese, 8 oz",Shredded Cheese
163790745,"Great Value Chocolate Fudge Fiber Brownie, Value Pack 10.69 oz, 12 Count",Fiber Brownie
38381548,CLIF BAR - Chocolate Chip - Made with Organic Oats - Non-GMO - Plant Based - Energy Bars - 2.4 oz. (6 Pack),Energy Bars
10311283,"Nature Valley Granola Bars, Sweet and Salty Nut, Peanut, 1.2 oz, 6 ct",Granola Bars
25847970,"Fiber One 70 Calorie Brownies, Chocolate Fudge, Snack Bars, 18 ct",Brownies
440247874,"Great Value Variety Pack Sweet & Salty Chewy Granola Bars, 1.2 oz, 24 Count",Granola Bars
353746204,"Tabla Fresca Farmstand Cilantro Salsa, 32 oz, Gluten-Free",Salsa
40740697,"Great Value Medium Cantina Style Salsa, 24 oz",Salsa
10790823,"Fritos Hot Bean Dip with Jalapeno Peppers, 9 oz",Bean Dip
10790824,"Tostitos Mild Chunky Salsa, 24 oz Jar",Salsa
20864439,"Great Value Mild Black Bean & Corn Salsa, 24 oz",Salsa
270390881,"Popsicle Fudgsicle No Sugar Added Original Fudge Pops 29.7 fl oz, 18 Pack",Fudge Pops
36266581,"Hillshire Farm Beef Smoked Sausage Links, 13.5 oz, 6 Ct",Smoked Sausage
12329737,"Great Value Butter Pecan Ice Cream, 48 oz",Ice Cream
46829544,"Lean Cuisine White Cheddar Mac and Cheese Meal, 8 oz (Frozen)",Frozen Meal
180547976,"Butterball All Natural Fresh Turkey Breakfast Sausage Roll, 16 oz",Breakfast Sausage
10415604,"Great Value Chocolate & Vanilla Ice Cream Cups, 3 fl oz, 12 Count",Ice Cream Cups
10403026,"Jimmy Dean Fully Cooked Original Pork Sausage Links, 9.6 oz, 12 Count",Pork Sausage Links
127099746,"Marie Callender's Frozen Meal, Beef Pot Pie, 15 oz",Frozen Meal
393011452,"Kodiak Protein-Packed Buttermilk and Vanilla Power Waffles, 13.4 oz, 10 Count (Frozen)",Power Waffles
40839820,Breakfast Hot Pocket with Applewood Bacon Egg and Cheese (Frozen 5-Pack),Hot Pocket
12329742,"Great Value Rocky Road Ice Cream, 48 oz",Ice Cream
10534283,"Great Value Crinkle Cut French Fried Potatoes, 80 oz Bag (Frozen)",French Fries
10535148,"Thomas' Everything Bagels, 6 Count, 20 oz Bag",Bagels
125902615,"Premier Protein Shake, Caf Latte, 30g Protein, 11 fl oz, 4 Ct",Protein Shake
996576988,"Nature Valley Chewy Fruit and Nut Granola Bars, Trail Mix, 1.2 oz, 15 ct",Granola Bars
22863016,"Quaker Big Chewy Granola Bars, 60% Larger, Chocolate Chip (5 Pack)",Granola Bars
12018838,CLIF BAR - Crunchy Peanut Butter - Made with Organic Oats - Non-GMO - Plant Based - Energy Bars - 2.4 oz. (6 Pack),Energy Bars
638490681,"MadeGood Granola Bars, Chocolate Drizzle Birthday Day Cake, 0.78 oz, 5 Ct",Granola Bars
29176891,"Nature Valley Crunchy Granola Bars, Variety Pack, 1.49 oz, 6 ct, 12 bars",Granola Bars
17283322,"Morton Salt Coarse Kosher Salt  for Cooking, Grilling, Brining, & Salt Rimming, 16 oz",Kosher Salt
10291670,"Eckrich Cheddar Smoked Sausage Links, 14 oz",Smoked Sausage
47088950,"Pictsweet Farms Steam'ables Edamame with Sea Salt, Farm Favorites, Frozen Vegetables,10 oz.",Frozen Vegetables
49409657,"Hillshire Farm Hardwood Smoked Summer Sausage, 20 oz",Summer Sausage
10293736,"Breyers Classics Ice Cream Natural Vanilla 48 oz, Perfect with Pie, Cake, and Desserts",Ice Cream
22153315,"Hillshire Farm Sliced Honey Roasted Turkey Breast Deli Lunch Meat, 16 oz",Turkey Breast
898730091,"Scott & Jon's Shrimp Scampi Pasta Meal, 8oz, (Frozen)",Shrimp Scampi
43951337,Great Value Cooked Orig Pork Ssg Patty,Pork Sausage Patty
16784993,"Pepsi Cola Zero Sugar Soda Pop, 12 oz, 24 Pack Cans",Soda
46879778,"Birds Eye Steamfresh Cut Green Beans, Frozen, 10 oz",Frozen Green Beans
10315852,"Great Value Mesquite Smoked Turkey Breast Lunchmeat, 9 oz",Turkey Lunchmeat
152622114,"Black Box California Chardonnay White Wine, 3 Liter Box (Four 750mL Bottles)",Chardonnay Wine
52518421,"Oscar Mayer Natural Slow Roasted Sliced Turkey Breast Deli Lunch Meat, 14 Oz Package",Turkey Breast
834772435,"Wild Caught Fresh Tuna Steaks, 0.75 - 0.875 lb",Tuna Steaks
10322118,"Chilled Famous Brand 4 Star Famous Beef Chili, 15 oz",Beef Chili
54270658,"Whole Earth Stevia Leaf & Monk Fruit Plant-Based Sweetener, 80 count, 5.6 oz",Sweetener
20511639,"SEEDS OF CHANGE Organic Seven Whole Grains, 8.5oz",Whole Grains
710389244,"Marketside Butcher Lamb Shoulder Chop, 0.5-1.0 lb (Fresh)",Lamb Shoulder Chop
46490642,"Sadler's Smokehouse Mesquite Smoked Sliced Beef Brisket, 1.0 - 1.6 lb Pack",Beef Brisket
36479865,"Sam's Choice Fully Cooked Uncured Turkey Bacon, 3 oz, 14 Slices",Turkey Bacon
238033778,"Soylent Protein Nutrition Shake, Strawberry, 14 fl oz",Protein Shake
309939749,"Truvia Original Calorie-Free Sweetener from the Stevia Leaf Packets, 240 Count (16.9 oz Carton)",Sweetener
10804854,"Stouffer's Cheesy Garlic Meat Sauce Lasagna Family Size Frozen Meal, 35 oz (Frozen)",Frozen Meal
33977657,"Prima Della Mesquite Smoked Turkey Breast, Deli Sliced",Turkey Breast
244985868,"Kodiak Protein-Packed Thick and Fluffy Blueberry Power Waffles, 14.82 oz, 6 Count (Frozen)",Frozen Waffles
37447827,"Farmland, Hickory Smoked Deli Ham, 4 lb",Deli Ham
209637293,"Gardein Ultimate Plant-Based Vegan Burger Patties, 24 oz, 6 Count (Frozen)",Vegan Burger Patties
41456181,"Chicken of the Sea Wild-Caught, Skinless & Boneless Lemon Pepper Pink Salmon, 2.5 oz Pouch",Pink Salmon
108153301,"Daiya Dairy Free Gluten Free Fire Roasted Vegetable Vegan Pizza, 17.4 oz (Frozen)",Vegan Pizza
46950535,"Lenny & Larry's The Complete Cookie, White Chocolaty Macadamia, 4oz, 4ct",Protein Cookie
19888805,Smithfield Hardwood Smoked Half Bone-in Ham,Smoked Ham
15241047,"Honeysuckle White Frozen Bone-in Turkey Breast with Gravy, 3-9 lbs, Serves 2 to 6",Frozen Turkey Breast
10313757,"Williams, Pork, Mild Breakfast Sausage Roll, Perishable, 16oz",Breakfast Sausage
126786262,"Sam's Choice Frozen All Natural Wild Caught Snapper Fillets, 12 oz",Frozen Snapper Fillets
45373444,"Jack Daniel's Seasoned Baby Back Pork Ribs, Fully Cooked, Ready to Heat, 1.5 lb (Refrigerated)",Seasoned Ribs
465837603,"Aqua Star Fresh Cooked Cocktail Shrimp Seafood Kit (6oz, 6 Count, 1 Pack)",Cocktail Shrimp
33867603,", 2.1 - 6.8 lb",Weight Range
148845208,"Zatarain's Frozen Meal - Shrimp Alfredo, 20 oz Packaged Meals",Frozen Meal
617225342,"Hillshire Farm Slow Roasted Carved Ham, 11 oz",Carved Ham
830913992,"MorningStar Farms Incogmeato Original Meatless Chicken Tenders, 13.5 oz (Frozen)",Meatless Chicken Tenders
10293195,"Bigelow Vanilla Chai, Black Tea Bags, 20 Count",Chai Tea
106585958,"Ocean Spray Craisins Dried Cranberries, Reduced Sugar, 20oz Resealable Pouch",Dried Cranberries
10452302,"Welch's Orange Pineapple Juice Drink, 10 fl oz On-the-Go Bottle (Pack of 6)",Juice Drink
245772659,"Frank's RedHot Original Seasoning Blend, 4.12 oz Mixed Spices & Seasonings",Seasoning Blend
142689942,"McCormick Taco Seasoning Mix, 1 oz Mixed Spices & Seasonings",Taco Seasoning
10308934,"McCormick Gravy Mix - Mushroom, 0.75 oz Gravies",Gravy Mix
21092561,"Dash Chicken Grilling Blends, Salt-Free, 2.4 oz",Grilling Blends
356986409,"McCormick Ginger - Ground 1.5, 1.5 oz Mixed Spices & Seasonings","Ground Ginger, Mixed Spices, Seasonings"
