Product Name,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid",Thiamin	Riboflavin,Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added",Category
"Freshness Guaranteed Mini Eclairs, 9.75 oz, 5 Count, Fresh Bakery, Shelf-Stable/ Ambient, Clam shell",78742299648,55.0,g,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mini Eclairs
"Daveâs Killer Bread Boominâ Berry Organic Bagels, 16.75 oz, 5 Count",13764028104,95.0,g,27 oz,6.48,11.1,6.67,51.1,267.0,267.0,6.7,0.0,2.22,,,0.0,356.0,,,,,,,,,,,,11.1,0.0,0.0,,,11.1,Bagels
"Ol Mexican Foods Xtreme Wellness! Medium Tomato Basil Tortilla Wraps, 8 count, 12.7 oz",27331032012,45.0,g,12.7 oz/360 g,3.84,8.89,3.33,35.6,111.0,111.0,24.4,178.0,1.6,,,,800.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,,Tortilla Wraps
"Oroweat 100% Whole Wheat Sandwich Thins Rolls, 6 Sandwich Rolls",73410955772,57.0,g,12 oz/340 g,3.64,9.3,2.33,51.2,256.0,256.0,9.3,116.0,2.56,,,256.0,326.0,,,,0.0,,,,,,,,4.65,0.0,0.0,,,4.7,Sandwich Rolls
"Freshness Guaranteed 12 Grain Sandwich Bread, 24 oz",78742010618,49.0,g,24 oz/680 g,3.98,10.2,7.14,42.9,265.0,265.0,4.1,306.0,2.04,,,184.0,449.0,,,,,,,,,,,,4.08,0.0,0.0,,,2.0,Sandwich Bread
BFree Foods Stone Baked Pita Breads 4ct 7.76oz,852795005391,55.0,g,220 g,5.82,5.45,1.82,43.6,218.0,218.0,9.1,73.0,1.31,,,,436.0,,0.0,,,,0.0,,,,,,3.64,0.0,0.91,,,,Pita Breads
"Freshness Guaranteed Sliced Hawaiian Bread, 24 oz",78742361383,49.0,g,24 oz/680 g,3.62,10.2,5.1,46.9,265.0,265.0,2.0,245.0,2.04,,,122.0,469.0,,,,0.0,,,,,,,,6.12,0.0,2.04,,,4.1,Hawaiian Bread
"Freshness Guaranteed 4"" Mini Chocolate Cake, 2.4 oz Box",78742241593,68.0,g,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolate Cake
"Great Value Pepper Jack Cheese, 16 oz Block",78742262970,28.0,g,8 oz/227 g,3.68,10.7,17.9,17.9,286.0,286.0,0.0,443.0,0.0,,,371.0,714.0,,,,0.0,,,,,,,,0.0,0.0,16.1,,,,Pepper Jack Cheese
"Dannon Light + Fit Gluten Free, Fat Free Vanilla Greek Yogurt, 32 oz Tub",36632032737,225.0,g,,5.17,8.12,0.14,12.7,85.0,85.0,0.5,89.0,0.04,10.0,112.0,115.0,32.0,0.4,,,35.0,,,,0.187,,,,11.4,0.0,0.09,0.047,0.66,,Greek Yogurt
"BelGioioso Fresh Mozzarella Cheese Ball, Specialty Soft Cheese, Refrigerated 8 oz Plastic Wrapping",31142000887,28.0,g,12 oz/340 g,3.97,17.9,17.9,3.57,250.0,250.0,0.0,536.0,0.0,,,,304.0,,714.0,,,,0.0,,,,,,0.0,0.0,10.7,,,,Mozzarella Cheese
"Lipton Peach Iced Tea, 16.9 oz, 12 Pack",12000112249,500.0,MLT,,6.78,0.0,0.0,5.01,19.0,19.0,0.0,0.0,0.0,,,,37.0,,0.0,,,,0.0,,,,,,4.99,0.0,0.0,,,,Iced Tea
"Lipton Diet Iced Green Tea, Citrus Bottle Tea Drink, 16.9 fl oz, 12 Bottles",12000012792,,,,6.78,0.0,0.0,0.93,4.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,0.01,,0.0,,,9.5,,0.0,0.0,0.0,0.0,0.93,,0.0,0.0,0.0,,Iced Tea
"Lipton Half & Half Iced Tea and Lemonade, 16.9 oz, 12 Pack Bottles",12000387807,500.0,MLT,,6.78,0.0,0.0,5.13,20.0,20.0,,,,,,,36.0,,,,,,,,,,,,5.13,,,,,,Iced Tea and Lemonade
"AriZona Diet Green Tea with Ginseng, 128 fl oz",613008717810,240.0,ml,42 fl oz/1.31 Quart/1.24,3.48,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,,,,8.0,,0.0,,,,6.2,,,,,,0.42,0.0,0.0,,,,Green Tea
Milo's Extra Sweet Tea 20 fluid ounces single serve,91475930985,,,59 fl oz/1.8 Quart/1.74 L,1.48,0.0,0.0,8.06,32.0,32.0,,,,,,,6.0,,,,,,,,,,,,7.26,,,,,,Sweet Tea
"Kinder's, Classic Meatloaf Seasoning Packet, Butcher's Original Recipe, No Added MSG, No Preservatives, and No Artificial Flavors, 1.1oz",755795252577,,,5.6 OZ/160 g,1.68,15.4,1.92,69.2,346.0,346.0,3.8,331.0,0.0,,,731.0,2770.0,,,,0.0,,,,,,,,26.9,0.0,0.0,,,15.4,Meatloaf Seasoning
"McCormick Air Fryer Garlic Parmesan Seasoning Mix, 1.25 oz Mixed Spices & Seasonings",52100052755,6.0,g,1.25 OZ/35 g,1.62,16.7,8.33,50.0,333.0,333.0,,500.0,,,,,5170.0,,,,,,,,,,,,,,,,,,Seasoning Mix
"Great Value Organic Chia Seeds, 32 oz",78742300665,24.0,g,,8.88,16.5,30.7,42.1,486.0,486.0,34.4,631.0,7.72,335.0,860.0,407.0,16.0,4.58,,0.5,,,1.6,,8.83,4.3,0.0,78.7,1.55,,3.33,0.473,0.0,,Chia Seeds
Amy's Kitchen Gluten Free Pad Thai Noodles with Vegetables & Tofu 9.5 oz Frozen Meal,42272009244,269.0,g,9.5 oz/269 g,5.68,4.83,4.09,26.8,160.0,160.0,1.5,52.0,0.74,,,100.0,257.0,,,,0.0,,,,,,,,9.67,0.0,0.56,,,8.9,Frozen Meal
"Perdue Harvestland, Organic Boneless Chicken Breasts, 25g Protein 4oz Svg, 1-1.45 lb. Tray",224702000001,,,,8.88,23.2,0.89,0.0,107.0,107.0,0.0,18.0,0.64,,,,67.0,,0.0,,,,1.1,,,,,,0.0,0.0,0.0,,,,Organic Chicken Breasts
"Dave's Killer Bread Good Seed Whole Grain Organic Bread Loaf, 27 oz",13764027039,45.0,g,27 oz,6.44,11.1,6.67,51.1,267.0,267.0,6.7,0.0,2.22,,,0.0,356.0,,,,,,,,,,,,11.1,0.0,0.0,,,11.1,Bread
"Applegate Organic Chicken Strips, 8oz (Frozen)",25317005500,84.0,g,,8.68,14.6,13.6,14.9,240.0,240.0,1.7,39.0,0.84,29.0,200.0,281.0,527.0,0.61,,2.22,,,0.5,,5.92,17.7,7.0,46.2,0.57,,2.44,0.338,0.18,,Chicken Strips
"President Brie Soft-Ripened Cheese, 8 oz (Refrigerated)",77901004017,28.0,g,4 oz/113 g,4.7,14.3,39.3,3.57,429.0,429.0,0.0,286.0,1.29,,,,536.0,,1790.0,,,,0.0,,,,,,3.57,0.0,25.0,,,,Brie Cheese
"HORMEL NATURAL CHOICE Deli Meat, Gluten Free, Honey Deli Pork Ham, 8 oz Resealable Plastic Package",37600260305,56.0,g,,4.92,16.8,4.04,0.7,,,0.0,5.0,0.59,19.0,252.0,463.0,945.0,1.51,0.0,0.29,25.0,,0.0,,5.7,0.0,0.0,62.4,0.0,0.014,1.23,0.394,0.36,,Deli Meat
"Mars Mixed Snickers, Twix, Milk Way & 3 Musketeers Milk & Dark Chocolates - 30 Ct",40000526018,34.0,g,,4.98,2.6,12.8,77.8,436.0,436.0,1.5,54.0,0.67,29.0,69.0,133.0,194.0,0.55,67.0,0.98,0.0,,0.2,,0.23,2.9,0.0,12.2,66.9,0.129,8.65,0.015,0.16,,Mixed Chocolates
"Hillshire Farm Hot Smoked Sausage, 14 oz",44500341751,,,,3.98,15.0,8.75,4.65,158.0,158.0,0.3,21.0,9.6,25.0,185.0,197.0,916.0,2.13,144.0,0.09,8.0,,30.4,,3.68,0.8,0.0,41.1,3.2,,3.4,0.381,0.43,,Smoked Sausage
"Barilla Whole Grain Penne Pasta, 16 oz",76808005851,56.0,g,1 lbs/454 g,1.76,14.3,2.68,69.6,321.0,321.0,10.7,,6.43,143.0,446.0,,0.0,,,,,,,,8.93,,,,3.57,0.0,0.0,,,,Pasta
"Butterfinger, Fun Size Candy Bars, Trick or Treat Candy, 19.8 oz",99900374267,37.0,g,,5.94,5.4,18.9,72.9,,,2.0,36.0,0.79,48.0,97.0,220.0,230.0,1.0,0.0,1.72,0.0,,0.0,,2.65,2.2,0.0,15.0,45.9,0.04,9.5,0.069,0.04,,Candy Bars
"Freshness Guaranteed Vanilla Glazed Ring Donuts, 2 Count",299595000001,,,10.5 oz/298 g,1.97,4.65,16.3,53.5,372.0,372.0,0.0,140.0,1.86,,,0.0,372.0,,,,0.0,,,,,,,,25.6,0.0,6.98,,,25.6,Donuts
"Starbucks, French Dark Roast K-Cup Coffee Pods, 22 Count",762111301796,,,,15.98,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Starbucks, Sumatra Dark Roast K-Cup Coffee Pods, 22 Count",762111301802,,,,15.98,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
Starbucks Cold Brew Premium Coffee Beverage Black Unsweet 40 Fl Oz,48500203781,360.0,ml,40 fl oz/1.25 QT/1.18 L,5.98,0.28,0.0,0.83,4.0,4.0,,9.0,,,,149.0,4.0,,,,,,,,,,,,,,,,,,Cold Brew Coffee
"Starbucks, House Blend Medium Roast K-Cup Coffee Pods, 22 Count",762111301840,,,,15.98,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Burt's Bees 100% Natural Moisturizing Lip Balm with Beeswax, Superfruit, 4 Tubes",792850025783,,,,10.97,0.0,0.0,81.0,286.0,286.0,,,,,,,0.0,,,,,,,,,,,,76.2,0.0,0.0,,,,Lip Balm
"Nature Valley Granola Bars, Sweet and Salty Nut, Variety Pack, 15 ct",16000160545,,,,7.48,9.14,22.9,61.1,,,2.9,57.0,1.44,102.0,272.0,390.0,414.0,1.77,473.0,6.89,0.0,,0.3,,3.41,11.7,33.0,49.1,33.1,0.0,6.86,0.32,0.25,,Granola Bars
"Nature Valley Protein Granola Bars, Salted Caramel Nut, Snack Bars, 15 ct",16000149960,,,,10.96,10.1,19.8,64.4,471.0,471.0,5.3,61.0,2.95,97.0,277.0,336.0,294.0,2.03,,2.09,,,0.9,,1.58,14.6,0.0,22.0,28.6,,2.37,0.085,0.0,,Granola Bars
"Kellogg's Froot Loops Original Breakfast Cereal, 18.4 oz",38000276613,,,1.5 ONZ,4.98,5.7,3.8,87.5,374.0,374.0,5.7,12.0,11.5,,,155.0,529.0,,,,,,58.0,,,,123.0,,31.3,0.0,1.9,0.87,1.2,30.7,Breakfast Cereal
"Nature's Bakery, Apple Cinnamon Fig Bars, Twin Packs, 2 oz, 10 Count",47495230512,57.0,g,,6.12,3.7,7.3,70.9,348.0,348.0,4.6,64.0,2.9,27.0,62.0,207.0,350.0,0.39,,0.65,,,0.3,,1.87,5.8,25.0,14.6,46.4,,1.12,0.075,0.09,,Fig Bars
"Yogi Tea Ginger, Caffeine-Free Organic Herbal Tea Bags, 16 Count",76950450110,,,38.4 g/1.34 oz,3.98,0.0,0.0,62.5,312.0,312.0,0.0,0.0,0.0,,,2500.0,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,Herbal Tea
"(Chilled) Freshness Guaranteed Lemon Pepper Rotisserie Whole Chicken, 2.25 lb.",262813000008,,,30 oz/850 g,6.97,15.2,,0.0,188.0,188.0,0.0,9.0,0.18,,,438.0,384.0,,,,189.0,,,,,,,,0.0,0.0,4.02,,,,Rotisserie Chicken
Organic Green Bell Pepper,814780010315,,,,2.96,0.715,0.106,4.78,,,0.942,7.5,0.186,9.0,16.8,163.0,0.0,0.126,,,,,99.5,,0.636,,,,,,,0.247,,,Green Bell Pepper
"Fresh Atlantic Salmon Portions, 0.70 - 1.10 lb. Whole Salmon Portion. 240 Calories per 3 oz Serving. Certifications - BAP Certified.",262076000005,,,6 oz/170 g,8.87,30.1,3.54,0.88,124.0,124.0,0.0,0.0,0.0,,,,44.0,,0.0,,,,0.0,,,,,,0.0,,4.42,,,,Salmon
"Marketside Organic Cage Free Brown Large Eggs, 18 Count",681131122801,,,,5.82,12.0,10.0,0.0,140.0,140.0,0.0,56.0,2.0,,,138.0,140.0,,,,,,,,,,,,0.0,0.0,3.0,,,,Eggs
"Fresh Vegetable Medley Blend, 32 oz",73574005061,,,12 oz/340 g,5.38,2.35,0.0,5.88,35.0,35.0,2.4,35.0,0.71,,,282.0,47.0,,,,0.0,,48.2,,,,,,2.35,0.0,0.0,,,0.0,Vegetable Blend
"Nathan's Famous, Skinless Beef Franks, Bun Length, 28 oz",888313971800,57.0,g,,10.94,10.7,28.6,1.79,304.0,304.0,0.0,0.0,1.29,,,,1140.0,,,,,,0.0,,,,,,0.0,,10.7,,,,Beef Franks
"Krusteaz Honey Cornbread and Muffin Mix, Made with Real Honey, 15 oz Box",41449300115,35.0,g,1.58 kg,2.14,8.11,13.5,64.9,405.0,405.0,2.7,162.0,2.92,,,,649.0,,270.0,,,,0.0,,,,,,24.3,0.0,2.7,,,,Cornbread Mix
"Nature's Bakery, Gluten Free, Raspberry Fig Bars, 6 Twin Packs, 2 oz Each",47495710656,28.0,g,24 oz/1.5 lbs/680 g,5.83,3.57,8.93,71.4,357.0,357.0,3.6,71.0,1.29,,,,143.0,,0.0,,,,0.0,,,,,,35.7,0.0,0.0,,,,Fig Bars
"BODYARMOR Sports Drink Mamba Forever, 16 fl oz",850009942319,,,16 fl oz,1.0,0.0,0.0,8.46,34.0,34.0,,,,,,,63.0,,,,,,,,3.38,,,,8.46,,,0.359,0.51,8.5,Sports Drink
"RITZ Whole Wheat Crackers, 12.9 oz",44000031336,15.0,GRM,,3.88,6.64,26.4,61.3,510.0,510.0,2.3,120.0,4.03,18.0,248.0,118.0,726.0,0.49,,3.03,,,0.0,,4.35,69.3,84.0,9.6,8.18,,5.56,0.063,0.0,,Crackers
"7UP Lemon Lime Soda, 2 L bottle",78000000344,360.0,ml,,2.56,0.09,0.0,10.4,41.0,41.0,0.0,2.0,0.02,1.0,0.0,1.0,10.0,0.01,0.0,0.0,0.0,,0.0,,0.015,0.0,0.0,0.4,10.4,0.0,0.0,0.0,0.0,,Lemon Lime Soda
"Nestle Toll House Dark Chocolate Baking Chips, Morsels 10 oz Bag",28000033279,14.0,g,3.75 oz,2.98,0.0,37.5,50.0,625.0,625.0,0.0,0.0,0.0,,,250.0,0.0,,,,,,,,,,,,50.0,0.0,25.0,,,50.0,Dark Chocolate Baking Chips
"Quinn Gluten Free Peanut Butter Filled Pretzel Nuggets, 7 Oz",856369004759,28.0,g,,4.22,14.1,18.9,60.8,467.0,467.0,3.9,34.0,3.62,75.0,198.0,335.0,1120.0,1.53,,3.34,,,1.4,,7.92,2.0,96.0,40.5,4.95,,3.61,0.197,0.0,,Gluten-Free Snacks
"Stouffer's Meat Lovers Lasagna Large Size Frozen Frozen Meal, 18 oz (Frozen)",13800869807,215.0,g,,5.18,6.63,4.42,14.4,124.0,124.0,1.4,73.0,0.65,18.0,102.0,184.0,347.0,0.79,,0.87,,,4.1,,1.43,5.9,11.0,15.3,2.96,,2.07,0.124,0.74,,Frozen Meal
"Brach's Kiddie Mix Chewy Lemonhead Fruit Mix, Lemonhead Pops, Leamonhead, Now and Later, Everlasting Gobstopper, and Chuckles Candy 400 count",41420078439,,,2.8 oz/79 g,29.98,0.0,0.0,87.5,350.0,350.0,,,,,,,38.0,,,,,,,,,,,,70.0,,,,,,Candy Mix
"Hershey Assorted Snack Size Halloween Candy, Variety Bag 26.51 oz, 50 Pieces",34000943753,,,,9.94,9.68,29.0,58.1,516.0,516.0,3.2,97.0,2.9,,,355.0,323.0,,,,,,,,,,,,51.6,0.0,9.68,,,48.4,Halloween Candy
"Hershey's Kisses Milk Chocolate Candy, Party Pack 35.8 oz",34000134809,,,17 oz,13.24,6.25,28.1,59.4,500.0,500.0,3.1,188.0,3.44,,,328.0,78.0,,,,,,,,,,,,56.2,0.0,18.8,,,50.0,Chocolate Candy
"Mission Street Tacos Sweet Hawaiian Flour Tortillas, 10Ct",73731071656,48.0,g,8.54 oz/242 g,2.44,8.33,7.29,54.2,292.0,292.0,4.2,167.0,2.71,,,104.0,750.0,,,,0.0,,,,,,,,10.4,0.0,3.12,,,8.3,Flour Tortillas
"Marketside Triple Chocolate Mini Cupcakes Filled with Chocolate Fudge, 10 oz, 12 Count",681131101288,71.0,g,10 oz/284 g,4.98,2.82,21.1,52.1,394.0,394.0,1.4,28.0,3.8,,,197.0,268.0,,,,0.0,,,,,,,,36.6,0.0,7.04,,,35.2,Mini Cupcakes
"Freshness Guaranteed 8"" Cherry Pie, 24 oz",194346020072,136.0,g,,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cherry Pie
"Patti LaBelle Banana Pudding, 36oz, refrigerated in tray with lid",818611010109,,,,10.88,2.57,4.26,28.0,160.0,160.0,0.7,41.0,0.42,13.0,57.0,149.0,128.0,0.28,,0.26,,,3.2,,0.544,1.0,5.0,30.0,19.7,,1.22,0.081,0.18,,Banana Pudding
"Marketside Red Velvet Mini Cupcakes Filled with Real Cream Cheese, 10 oz, 12 Count",681131101509,71.0,g,,4.98,2.74,23.3,50.7,438.0,438.0,1.4,25.0,1.37,,,,260.0,,,,,,,,,,,,39.7,0.0,11.0,,,39.7,Red Velvet Cupcakes
"Freshness Guaranteed Fresh Chocolate Chip Sandwich Cookies, 16 Count",78742298542,35.0,g,,6.47,2.94,17.6,63.5,425.0,425.0,0.0,0.0,1.06,25.0,59.0,94.0,279.0,0.69,,1.84,,,0.0,,1.83,4.2,46.0,11.3,38.2,,5.88,0.019,0.02,,Chocolate Chip Cookies
"OREO Toffee Crunch Creme with Sugar Crystals Chocolate Sandwich Cookies, Family Size, 17 oz",44000071967,29.0,g,482 g,3.98,3.45,20.7,72.4,483.0,483.0,0.0,34.0,3.45,,,103.0,310.0,,,,,,,,,,,,44.8,0.0,8.62,,,44.8,Chocolate Sandwich Cookies
"Freshness Guaranteed Triple Chocolate Cake, 35oz",78742241623,85.0,g,16.5 oz/468 g,11.98,2.56,19.2,55.1,385.0,385.0,3.8,26.0,1.85,,,90.0,333.0,,,,0.0,,,,,,,,38.5,0.0,7.69,,,37.2,Chocolate Cake
"Keto Culture Hot Dog Buns, 12.5 oz",72220020090,44.0,g,,6.24,8.58,15.0,8.29,203.0,203.0,1.7,25.0,1.25,20.0,103.0,293.0,628.0,1.44,,0.5,,,0.1,,1.37,3.3,0.0,26.9,1.58,,6.03,0.105,0.54,,Keto Hot Dog Buns
"Blue Dragon Spring Roll Wrappers, 4.7 OZ",711464015812,17.0,g,,2.92,9.8,1.5,57.9,,,1.8,47.0,3.36,20.0,81.0,82.0,572.0,0.71,14.0,,,,0.0,,5.42,,69.0,,,,0.263,0.03,0.02,,Spring Roll Wrappers
"Canyon Bakehouse, Hamburger Bun Gluten Free Bread",853584002386,85.0,g,24 oz/679 g,6.47,2.65,9.73,48.7,292.0,292.0,0.9,18.0,0.96,,,,274.0,,442.0,,,,0.0,,,,,,6.19,0.0,5.31,,,,Gluten Free Bread
"Marketside Strawberry Shortcake Mini Cupcakes, 10 oz, 12 Count",681131101271,71.0,g,10 oz/284 g,4.98,1.41,18.3,52.1,380.0,380.0,1.4,0.0,0.51,,,0.0,268.0,,,,0.0,,,,,,,,40.8,0.0,5.63,,,39.4,Mini Cupcakes
"Marketside Triple-Filled Strawberry Cheese Braid Danish, 18 oz",681131282277,51.0,g,18 OZ/510 g,5.24,3.92,15.7,41.2,333.0,333.0,0.0,39.0,1.96,,,78.0,294.0,,,,0.0,,,,,,,,23.5,0.0,7.84,,,23.5,Danish
"Ortega Mini Yellow Corn Taco Shells, Kosher, 18 Count, 4.4 oz",41501498934,28.0,g,,2.64,6.41,21.8,63.5,476.0,476.0,6.7,100.0,1.64,83.0,233.0,231.0,324.0,1.61,,0.69,,,0.0,,1.87,8.6,24.0,29.9,1.5,,7.1,0.203,0.0,,Taco Shells
"Freshness Guaranteed Fresh Carrot Cake Sandwich Cookies, 16 Count",78742297637,33.0,g,,6.47,0.94,3.27,9.66,69.0,69.0,2.8,33.0,0.31,12.0,35.0,323.0,187.0,0.24,,1.16,,,5.1,,0.942,16.6,0.0,8.9,4.78,,0.446,0.125,0.0,,Carrot Cake Cookies
Ben & Jerry's Salted Caramel Core Sweet Cream Ice Cream Pint 16 oz,76840363957,106.0,g,,4.48,3.33,13.3,21.7,217.0,217.0,0.8,83.0,0.6,,,,38.0,,417.0,,,,0.0,,,,,,19.2,0.42,8.33,,,,Ice Cream
Ben & Jerry's Peanut Butter Half Baked Ice Cream Pint 16 oz,76840002368,139.0,g,,4.48,3.33,13.3,21.7,217.0,217.0,0.8,83.0,0.6,,,,38.0,,417.0,,,,0.0,,,,,,19.2,0.42,8.33,,,,Ice Cream
"Marketside Triple Chocolate Cake, 28 Ounce, Base and Dome",681131248167,76.0,g,16.5 oz/468 g,7.68,2.56,19.2,55.1,385.0,385.0,3.8,26.0,1.85,,,90.0,333.0,,,,0.0,,,,,,,,38.5,0.0,7.69,,,37.2,Chocolate Cake
"Freshness Guaranteed Cream Cheese Brownies, 13 oz Clamshell, 4 Count",78742298948,30.0,g,1.5 oz,4.48,31.0,26.2,2.38,357.0,357.0,0.0,910.0,0.0,,,74.0,524.0,,,,,,,,,,,,0.0,0.0,16.7,,,0.0,Cream Cheese Brownies
Legendary Foods Protein Sweet Roll - Cinnamon 4 Pk,810035971899,,,,9.87,7.02,18.0,53.4,403.0,403.0,2.2,54.0,2.55,13.0,180.0,131.0,554.0,0.54,,1.11,,,0.0,,3.16,13.9,,27.3,18.0,,4.7,0.044,0.11,,Protein Sweet Roll
"Great Value Cookie Icing, Red, 7 Ounces",78742198422,35.0,g,,3.16,3.45,20.7,62.1,448.0,448.0,0.0,0.0,1.24,,,52.0,293.0,,0.0,,,,0.0,,1.38,,,,34.5,0.0,8.62,,,,Cookie Icing
"Marketside Unicorn Mini Cupcakes Filled with Natural Cotton Candy Frosting, 10 oz, 12 Count",681131101257,,,6 oz/170 g,4.98,2.35,25.9,51.8,447.0,447.0,0.0,0.0,0.85,,,0.0,282.0,,,,0.0,,,,,,,,40.0,0.0,8.24,,,38.8,Cupcakes
"Marketside Pecan Sticky Bun, 18 oz, 4 Rolls",681131348676,64.0,g,18 OZ/510 g,5.24,4.69,21.9,43.8,391.0,391.0,0.0,31.0,1.56,,,94.0,391.0,,,,0.0,,,,,,,,23.4,0.0,7.81,,,23.4,Sticky Bun
"Ortega Flour Tortillas, Kosher, 10 Count, 14.3 oz",41501009239,40.0,g,,2.22,8.2,7.99,49.4,306.0,306.0,3.5,146.0,3.63,22.0,206.0,125.0,736.0,0.53,,0.0,,,0.0,,4.42,7.2,79.0,7.9,3.71,,2.92,0.059,0.0,,Flour Tortillas
"Bush's Chili Beans, Canned Pinto Beans in Medium Chili Sauce, 16 oz Can",39400016809,130.0,GRM,,1.82,4.62,0.77,15.4,85.0,85.0,4.6,31.0,1.11,,,308.0,408.0,,0.0,,,,0.0,,,,,,1.54,,0.0,,,,Canned Beans
"Great Value Block Sharp Cheddar Cheese, 32 oz",78742148786,28.0,g,,7.32,24.2,33.8,2.13,,,0.0,711.0,0.16,27.0,460.0,76.0,644.0,3.74,994.0,0.78,41.0,,0.0,,0.039,2.4,0.0,16.5,0.27,1.18,19.4,0.075,0.88,,Cheddar Cheese
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",889392000313,,,11.5 OZA,2.18,0.0,0.0,3.53,15.0,15.0,0.0,3.0,0.0,,,29.0,18.0,,,,,,2.9,,,,,,2.94,0.0,0.0,0.1,0.14,0.0,Energy Drink
"Fleischmann's Active Dry Yeast, 4 Oz",40100007219,,,,5.48,40.4,7.61,41.2,325.0,325.0,26.9,30.0,2.17,54.0,637.0,955.0,51.0,7.94,0.0,0.0,0.0,,0.3,,40.2,0.4,0.0,32.0,0.0,,1.0,1.5,0.07,,Dry Yeast
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",889392003628,,,,2.18,0.0,0.0,0.0,0.0,0.0,,,,,,,17.0,,,,,,,,8.33,,,,0.0,,,0.833,2.5,,Energy Drink
"Great Value Original Coffee Creamer, 16 oz",78742236049,2.0,g,,3.48,1.0,9.97,11.4,136.0,136.0,0.0,9.0,0.03,0.0,64.0,191.0,67.0,0.02,,0.81,,,0.0,,0.0,2.5,0.0,0.0,11.4,,1.94,0.0,0.0,,Coffee Creamer
"Milo's 100% Natural Famous Unsweet Tea, 128 fl. oz. Jug",91475407999,240.0,ml,128 fl oz/1 GAL,3.48,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,Unsweet Tea
"Mott's 100% Juice Original Apple Juice, 64 Fluid Ounce, Bottle",14800000344,240.0,ml,,2.5,0.72,0.06,11.5,49.0,49.0,0.2,10.0,0.11,10.0,,204.0,1.0,,42.0,,,,50.9,,0.216,,47.0,,11.4,0.0,0.01,0.047,,,Apple Juice
"Starbucks Cold Brew Caramel Dolce, Bottled Coffee Drink Concentrate, 32 fl oz",762111380135,,,,9.48,0.36,0.0,1.07,5.0,5.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,,Cold Brew Coffee
"Starbucks Cold Brew Coffee, Madagascar Vanilla Multi-Serve Concentrate, 32 fl oz Bottle",762111380159,,,32 FL OZ/1 QT/946 mL,9.48,0.56,0.0,1.11,8.0,8.0,,,,,,288.0,0.0,,,,,,,,,,,,,,,,,,Cold Brew Coffee
"HORMEL NATURAL CHOICE Sliced Smoked Deli Pork Ham Lunch Meat, 8 oz",37600132824,56.0,g,14 oz/397 g,4.92,19.6,1.79,1.79,107.0,107.0,0.0,0.0,0.0,,,,804.0,,0.0,,,,0.0,,,,,,1.79,0.0,0.0,,,,Deli Meat
"Hillshire Farm Sliced Oven Roasted Turkey Breast Deli Lunch Meat, 22 oz",44500201994,56.0,g,22 oz,9.47,16.1,1.79,3.57,89.0,89.0,0.0,0.0,0.64,,,,893.0,,,,,,0.0,,,,,,1.79,0.0,0.0,,,,Turkey Breast
"Great Value Refined Avocado Oil, 25.5 fl oz",78742215075,15.0,ml,,9.54,0.0,93.3,0.0,800.0,800.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,13.3,,,,Avocado Oil
"Villari Brothers, Gluten Free, Hickory Smoked, Pork Hocks, 2.0-2.5lbs Tray",250962000000,,,,6.05,19.1,10.5,0.0,,,0.0,19.0,1.14,6.0,60.0,47.0,1050.0,2.38,76.0,0.17,,,0.0,,1.1,0.0,0.0,,0.0,0.113,3.23,0.064,0.51,,Pork Hocks
"Nature's Bakery, Gluten Free, Blueberry Fig Bars, 6 Twin Packs, 2 oz Each",47495710618,28.0,g,12 oz/340 g,5.83,3.51,8.77,66.7,368.0,368.0,5.3,61.0,1.75,,,223.0,123.0,,,,0.0,,,,,,,,33.3,0.0,0.0,,,21.1,Fig Bars
