Product Name,Walmart Item ID,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid","Thiamin	Riboflavin",Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added"
"HORMEL Chili with Beans, 38 oz",15673599,37600236133,247,g,25 oz,4.86,6.88,3.64,12.6,109,109,2.8,24,0.73,,,,401,,,,,,0,,,,,,2.02,0,1.42,,,
"Impossible Foods Plant Based Frozen Savory Sausage Roll, 14oz",525109109,816697023020,56,nan,,4.98,13.3,19.1,2.58,234,234,0.4,11,1.12,16,112,327,863,1.77,,1.06,,,2,,4.55,0.8,0,46.1,1.82,,6.17,0.164,0.68,
"Breyers Frozen Dairy Dessert Cookies & Cream Ice Cream Alternative, 48 oz",10898719,77567224828,82,g,,4.67,3.68,6.2,21.9,143,143,0.5,133,0.09,,,,66,,291,,,,0.8,,,,,,6.09,,3.9,,,
"Jimmy Dean Simple Scrambles Turkey Sausage Quick Breakfast Cup, 5.35 oz",385979712,77900650543,151,g,151.67 GRM,3.18,15.9,13.9,1.32,194,194,0,132,1.19,,,136,479,,,,,,,,,,,,0.66,0,6.62,,,0.1
"Outshine Strawberry, Lime, and Raspberry Frozen Fruit Bars Variety Pack, Non-GMO, Gluten Free, Individually Wrapped 1.5 fl oz each, 12 Count Package",10794920,41548620107,137,g,9 ONZ,5.64,0.05,5.14,80.4,368,368,0.5,13,0.21,,,79,237,,,,,,42.9,,,,,,45.2,0.02,3.53,,,40.7
Thai Kitchen Gluten Free Lite Coconut Milk,23591412,737628011605,80,ml,13.66 fl oz/403 mL,2.58,0,15,1.25,150,150,0,0,0.45,,,,19,,0,,,,0,,,,,,1.25,0,12.5,,,
Talenti Sorbetto For a Delicious Non-Dairy Ice Cream Alternative Roman Raspberry Made With Non-GMO Ingredients 1 pint,107540677,186852000822,130,g,1 PT/473 mL,4.93,0.77,0,28.5,115,115,3.1,0,0.28,,,54,0,,,,0,,,,,,,,25.4,0,0,,,23.1
"Great Value Organic Ground Cumin, 1.7 oz",50597550,78742131818,,,2 oz/58 g,4.36,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,
Sweetened Condensed Coconut Mlk,165316733,70650060402,38,g,,2.48,7.91,8.7,54.4,321,321,0,284,0.19,26,253,371,127,0.94,,0.16,,,2.6,,0.21,0.6,0,89.1,54.4,,5.49,0.051,0.44,
"Totino's Pizza Rolls, Combination, Frozen Snacks, 48.85 oz, 100 CT",934492849,42800118363,,,,9.42,7.06,9.41,34.1,247,247,2.4,24,2.12,,,,412,,235,,,,0,,,,,,2.35,0,1.76,,,
"Great Value Organic Chopped Spinach, 10 oz (Frozen)",196427048,78742133140,85,g,,1.97,4.01,0.87,4.8,,,3.7,153,1.96,82,50,302,322,0.49,12100,3.54,0,,2.2,,0.439,541,0,24.8,0.51,0,0.036,0.136,0,
"Truvia Cane Sugar Blend, Mix of Stevia Sweetener and Cane Sugar (24 oz Bag)",20461315,13600000745,nan,nan,,6.88,0,0,100,312,312,,,,,,,0,,,,,,,,,,,,75,,,,,75
"Jimmy Dean Bacon Egg & Cheese Biscuit Sandwich, 28.8 oz, 8 Count (Frozen)",36073881,77900501784,102,g,,11.62,9.29,22.9,21.1,328,328,2,137,1.84,15,302,292,589,0.94,,,,,,,2.18,,,73.6,3.1,0.177,8.6,0.123,0.64,
"Oscar Mayer Deli Fresh Black Forest Uncured Sliced Ham Deli Lunch Meat Family Size, 16 Oz Package",33283611,44700072615,56,g,9 oz,6.78,21.4,2.68,3.57,125,125,0,0,1.29,,,,821,,,,,,16.1,,,,,,3.57,0,0.89,,,
"Great Value Biscuit Sandwiches Bacon Egg and Cheese, 4 Count (Frozen)",47041337,78742101910,105,g,,5.78,13,20.5,19.6,316,316,1.1,154,1.87,17,372,168,811,1.31,,0.93,,,0,,2.65,4.1,23,96.7,2.07,,9.97,0.119,0.55,
"MorningStar Farms Grillers Veggie Burgers, 18 oz (Frozen)",49028498,28989100801,64,g,,7.94,23.9,9.3,8.5,213,213,4.4,61,4.2,,185,182,422,1.2,0,,,,0,,6.4,,,,1.2,0,1.7,0.6,4.5,
"MorningStar Farms Grillers Veggie Burgers, 9 oz (Frozen)",50039778,28989100825,64,g,,4.58,23.9,9.3,8.5,213,213,4.4,61,4.2,,185,182,422,1.2,0,,,,0,,6.4,,,,1.2,0,1.7,0.6,4.5,
"Sam's Choice Frozen Ahi Tuna Steaks, 1 LB",35192960,78742126685,113,g,4 oz/113 g,6.42,24.8,0.44,0,110,110,0,18,0.64,,,,45,,88,,,,1.1,,,,,,0,0,0,,,
"Bush's Blackeye Peas with Bacon, Canned Black Eyed Peas, 15.5 oz",10306761,39400013587,130,GRM,15.5 ONZ,1.36,5.77,1.03,13.2,81,81,2.3,26,1.84,,,248,378,,,,,,,,,,,,1.53,0,0.35,,,0
"Great Value High in Antioxidant Fruit Blend, 40 Oz",774476466,78742346151,140,g,,9.48,0.34,0.03,11.4,46,46,0.1,9,1.12,6,10,111,4,0.04,,0.06,,,27,,0.075,0.1,0,0.5,8.12,,0.002,0.019,0,
"DiGiorno Supreme, Stuffed Crust Pizza, 26.4 oz (Frozen)",51409814,71921825881,150,g,,8.96,11.7,10.7,27.9,,,2.3,139,1.01,27,211,210,712,1.3,117,0.89,,,,,1.6,7.6,,,4.71,0.143,3.96,0.137,0.41,
"StarKist Smart Bowls Tuna, Quinoa and Beans, Latin Citrus, 4.5 oz Pouch",517155842,80000519702,128,g,4.5 OZ/128 g,1.42,7.81,3.12,18,125,125,3.9,20,1.02,,,250,469,,,,,,,,3.91,,,,1.56,0,0.78,0.156,1.64,0.8
"Tyson All Natural, Fresh Pork Shoulder Butt Roast, Bone in, 6.84 - 8.3 lb, 6.84 - 8.3 lb",21501691,220835000000,,,32.03 LBR,14.55,17.9,12.5,0,188,188,,,,,,,62,,,,,,,,,,,,,,4.46,,,
"Healthy Choice Power Bowls Basil Pesto Chicken with Riced Cauliflower, 9.25 oz (Frozen)",358820788,72655002524,262,g,,3.98,2.53,0.55,5.71,,,0.8,15,0.09,,,,181,,334,,,,1,,,,,,0.37,0,0.17,,,
"Totino's Pizza Rolls, Triple Cheese Flavored, Frozen Snacks, 100 ct",199021676,42800118349,,,,9.42,7.06,9.41,34.1,247,247,2.4,71,2.12,,,,329,,353,,,,0,,,,,,2.35,0,2.35,,,
"Jimmy Dean Premium Pork Sage Breakfast Sausage Roll, 16 oz",10533853,77900116339,56,g,,3.97,9.29,22.9,21.1,328,328,2,137,1.84,15,302,292,589,0.94,,,,,,,2.18,,,73.6,3.1,0.177,8.6,0.123,0.64,
"Great Value Hickory Smoked Bacon, 24 oz",10293912,605388186799,18,g,,9.44,19.4,54.8,16.1,613,613,9.7,258,3.48,,,677,484,,0,,,,0,,,,,,3.23,0,4.84,,,
Blue Ribbon Classics Strawberry Shortcake Bar,982901583,70640015511,63,g,,6.48,3.31,4.73,40.1,214,214,0.9,55,1.6,10,86,116,313,0.35,,0.3,,,12.4,,1.12,1,17,22.8,25.9,,2.48,0.041,0.16,
"El Monterey Signature Beef Enchiladas Meal, 10.25 oz (Frozen)",779191702,71007306792,291,g,,4.17,6.82,8.4,10.9,146,146,1.2,15,0.84,15,72,179,268,1.5,,0.08,,,5.3,,1.58,4,0,34.5,1.35,,3.88,0.164,0.6,
"Outshine Lime Frozen Fruit Bars, Non-GMO, Gluten Free, Individually Wrapped 2.75 fl oz each, 6 Count Package",10794919,41548616049,77,g,2.75 fl oz,3.98,3.39,18.6,32.2,305,305,0,102,0,,,153,102,,,,,,,,,,,,18.6,0,8.47,,,13.6
"OREO Chocolate Sandwich Cookies, Party Size, 25.5 oz",507129971,44000053710,34,GRM,,5.98,5.21,19.1,71,464,464,2.9,21,12.1,47,93,234,388,0.74,,2.47,,,0,,2.6,27.4,58,19.2,40.7,,5.65,0.023,0,
"OREO Golden Sandwich Cookies, Family Size, 18.12 oz",1738123412,44000060275,34,g,,3.98,2.94,20.6,73.5,471,471,2.9,47,4.15,,,162,397,,,,,,0,,,,,,41.2,0,5.88,,,
"Enjoy Life Semi-Sweet Mini Chocolate Chips, 10 oz Bag",25524596,853522000306,15,g,20 oz/567 g,5.92,6.67,26.7,66.7,467,467,6.7,40,6.67,,,440,0,,,,,,,,,,,,53.3,0,16.7,,,53.3
"So Delicious Vegan, Non Dairy Key Lime Coconut Milk Yogurt Alternative, 5.3 oz Container",897578809,744473000463,150,g,,1.58,1.45,1.24,11.8,63,63,0.1,134,0.36,10,34,71,51,0.2,,1.52,,,0,,0.235,1.4,0,12.3,10.8,,0.141,0.014,0.54,
Chomps Chomp Original Turkey Jerky,748655621,856584004404,14,g,,2.28,3,19.5,,,,0.7,,,,,,,,,,,,,,,,,,48,,10,,,
"Perfect Bar, Dark Chocolate Chip Peanut Butter Protein Bar, 2.3 Ounce Bar, 4 Count",838866327,855569110659,65,g,1.6 oz/45 g,8.96,26.7,22.2,40,422,422,8.9,0,3.56,,,222,256,,,,,,,,,,,,8.89,0,8.89,,,6.7
"Sensible Portions Gluten-Free Cinnamon Apple Straws, 6 oz",20441649,829515302900,28,g,6 oz/170 g,3.38,3.57,25,53.6,464,464,3.6,,,,,,357,,,,,,,,,,,,7.14,0,1.79,,,
"Annie's Gluten Free Chewy Granola Bars, Double Chocolate Chip, 5 Bars, 4.9 oz.",40955799,13562460502,nan,nan,0.98 ONZ,3.98,5.28,10.7,72.6,408,408,9.3,28,2.05,,,174,142,,,,,,,,,,,,25.3,0.07,4.56,,,25.1
"Very Berry Cheerios, Heart Healthy Cereal, Family Size, 18.6 OZ",292472814,16000169319,,,,4.93,10.7,7.14,71.4,357,357,10.7,357,28.9,114,357,643,500,13.4,1790,,143,,21.4,,,,,,3.57,0,1.79,1.79,5.36,
"Oscar Mayer Deli Fresh Rotisserie Seasoned Chicken Breast, for a Low Carb Lifestyle, 9 oz Tray",10292756,44700030998,56,g,,4.48,19.8,1.5,4.3,109,109,0,10,1.13,36,289,329,1440,0.7,0,,,,0,,,,0,,4.3,,0.394,,,
"Quest Nutrition, Tortilla Style Protein Chips, Low Carb, High Protein, Loaded Taco, 4.5 oz, 4 Ct",871607300,888849010967,32,g,9 oz/256 g,9.48,59.4,15.6,15.6,438,438,3.1,531,1.25,,,125,906,,,,0,,,,,,,,3.12,0,3.12,,,
"Great Value Mandarin Oranges No Sugar Added, 4 pk",28026833,78742027234,113,g,,2.48,0,0,7.08,27,27,0,0,0,,,,0,,,,0,,69,,,,,,6.19,0,0,,,
"Great Value Gluten Free Cream of Mushroom Condensed Soup, 10.5 oz",650756039,78742248714,125,g,10.5 ONZ,1.72,0.83,5.83,7.5,83,83,0,8,0,,,50,658,,,,,,,,,,,,0.83,0,0.83,,,0
"Allens Canned Cut Italian Green Beans, 14.5 oz",10312198,34700012117,119,g,,1.48,1.01,3.29,3.99,50,50,1.8,35,0.76,13,22,94,274,0.18,,0.5,,,2.4,,0.2,41,0,14.3,1.25,,0.488,0.029,0,
"Equate High Performance Protein Shake, Vanilla, 11 fl oz, 12 Ct",459005634,681131249447,325,ml,132 fl oz/3.9 L,20.98,9.23,1.23,1.23,52,52,0.3,200,1.38,32,194,83,89,0.86,,,,1,7.1,,1.23,9.2,18,,0.31,0,0.31,0.132,0.18,0
"StarKist Tuna Creations, Bacon Ranch, 2.6 oz Pouch",48859458,80000515902,74,g,2.6 oz/74 g,1.42,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Great Value Gluten-Free Dark Chocolate Granola Bars, 4.4 oz. 5 Count",37587882,78742039282,24.8,g,2.5 oz/70 g,2.72,8.57,28.6,54.3,514,514,5.7,74,2.86,,,263,100,,,,0,,,,,,,,25.7,0,20,,,25.7
"Post Fruity PEBBLES Cereal, Fruity Kids Cereal, Gluten Free, 36 oz Cereal Bag",183243857,884912297990,27,g,,6.48,4.62,4.02,86.1,,,0.8,19,6.67,16,71,72,531,5.56,2780,0.13,296,,22.2,,18.5,1.3,366,3.7,34.3,0.09,3.6,1.85,5.56,
"Tajn Clsico Seasoning, Chili Lime Seasoning, 9 oz",170192822,633148100150,1,g,14 oz,4.58,0,0,0,0,0,,,,,,,19000,,,,,,,,,,,,0,,,,,
"Tabla Fresca Farmstand Original Salsa, 32 oz, Gluten-Free",853350001,77718999285,,,,5.98,3.31,4.55,40.3,215,215,1.5,39,0.7,34,306,127,331,0.55,,,,,,,1.55,,,,4.06,0.013,0.48,0.075,,
"Barefoot Cellars Pinot Grigio White Wine, California,1.5 Liter Glass Bottle",131775683,85000014431,,,,11.48,0.07,0,2.06,,,,,,,,,,,,,,,,,,,,,,0,,,,
"Sam's Choice Keto Friendly White Hamburger Buns, 14 oz, 8 Count",259959931,78742022345,50,g,14 OZ/97 g,3.98,,2,46,100,100,36,100,0,,,160,420,,,,0,,,,,,,,2,0,0,,,2
"DEVOUR Chicken Cordon Bleu Mac and Cheese Frozen Meal, 10.5 Oz Box",763105294,25155000194,297,g,,3.48,22.6,9.17,9.29,210,210,0.6,97,1.13,25,244,255,604,1.23,,0.63,,,1.8,,7.12,24.7,9,57.5,0.63,,3.33,0.247,0.39,
"Marketside Premium Ready-to-Serve Bacon Cheddar Ranch Dip Small Tub (16 oz, 1 Count)",523209999,681131169387,30,g,,5.54,3.08,2.32,8.89,68,68,3.1,33,0.8,18,51,196,354,0.41,,0.46,,,0.6,,0.221,1.3,0,14,1.57,,0.597,0.016,0.02,
"Stouffer's Stuffed Peppers Family Size Frozen Meal, 32 oz (Frozen)",10804838,13800190215,226,g,,9.84,9.31,1.82,10.6,96,96,1.5,24,0.68,18,85,196,210,0.64,,0.35,,,2.1,,3.63,11.2,2,22.4,3.79,,0.509,0.254,0.11,
Breyers Original Ice Cream Vanilla Chocolate Strawberry 48 oz,10898723,77567254269,88,g,,4.67,3.71,6.26,21.7,143,143,0.7,132,0.27,,,,68,,292,,,,0.8,,,,,,6.15,,3.94,,,
CAULIPOWER Gluten Free All Natural Chicken Tenders 14 oz,691512678,854934007488,96,g,20 oz,8.42,18.8,9.41,8.24,194,194,0,,,,,,400,,,,,,,,,,,,0,0,2.35,,,
"Birds Eye Veggie Pasta Penne with Cheddar Cheese Sauce, Frozen Side, 10 oz Bag (Frozen)",605198861,14500017444,111,g,10 oz/283.5 g,2.97,7.21,5.41,16.2,144,144,0.9,81,1.62,,,288,342,,,,0,,,,,,,,1.8,0,1.8,,,
"CAULIPOWER Cauliflower Crust, 11 oz, 2 Count",541945647,862871000301,57,g,18.0 oz,6.98,1.47,0.49,24.5,108,108,2.5,15,0.25,,,88,147,,,,,,,,,,,,2.45,0,0,,,0.5
"Freshness Guaranteed Peanut Butter Fudge No Bake Cookies, 12.38 oz (Shelf Stable Pieces)",1794069532,194346028214,32,g,,4.48,8.01,7.58,49.3,297,297,2.4,163,3.32,21,213,133,742,0.57,0,0.86,0,,0,,4.19,4.2,100,6.8,2.66,0.014,1.22,0.028,0,
"Jelly Belly Jelly Beans Candy, Sport Beans, 6 Assorted Flavors, 1 oz",44316908,71567989923,,,,1.48,0,0,91.1,356,356,,,,,,,67,,,,,,,,,,,,68.9,,,,,
"Celestial Seasonings Honey Vanilla Chamomile Herbal Tea Bags, 20 Count",17056847,70734053078,2,g,,3.12,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,0,,,,,
"SkinnyPop Gluten-Free Original and White Cheddar Popcorn Variety Pack, 0.5 oz, 20 Count",2996941048,816925022412,,,4.4 oz/125 g,11.48,7.14,32.1,53.6,536,536,7.1,0,1.29,,,,339,,0,,,,0,,,,,,0,0,3.57,,,
"Sparkling Ice® Variety Pack, 17 Fl Oz, 12 Count (Black Raspberry, Cherry Limeade, Orange Mango, Kiwi Strawberry)",41578529,16571950927,,,408 fl oz/12.06 L,10.98,0,0,0,0,0,,,,,,,0,,208,,17,,,,0.833,,,,0,,,0.083,0.25,
"Ocean Spray 100% Grapefruit Juice, 60 Fl. Oz.",47133229,31200029997,240,ml,,3.56,0.54,0.64,7.51,,,0.6,15,0.08,9,17,142,2,0.05,33,0.21,0,,31.1,,0.263,,,,7.69,,,0.037,0,
"Great Value Country Style 100% Orange Juice, 64 fl oz",10315218,78742228822,240,ml,,3.64,0.77,0.34,10.2,47,47,0.3,56,0.06,10,18,181,2,0.03,,0.2,,,28.7,,0.034,0,0,6.2,8.18,,0.014,0.042,0,
"Mountain Dew Kickstart Pineapple Orange & Mango Soda Pop, 16 Fl Oz, Can",442749222,12000180323,nan,nan,,1.6,0,0,4.38,17,17,,,,,21,,38,,,,,,12.5,,3.33,,,,4.17,,,0.333,,
"Alani Nu Protein Coffee, Mocha, 12 fl oz Bottle",755139766,810030513445,355,ml,12 fl oz,1.98,0,0,5.07,20,20,,,,,,,11,,,,,,,,,,,,5.07,,,,,5.1
"International Delight Light Mocha Iced Coffee, 64 Oz.",37911611,41271018554,240,ml,,4.58,1.58,0.91,8.95,50,50,0,60,0.02,22,55,104,35,0.26,,0.02,,,0.1,,0.889,0.1,0,9,7.99,,0.531,0.03,0.26,
"Starbucks Frappuccino Iced Coffee, 9.5 oz, 4 Pack Bottles",11964580,12000101519,285,ml,,7.48,2.11,1.05,11.6,63,63,0,70,0,,,,33,,0,,,,0,,,,,,10.9,0,0.7,,,
"Blue Bell Rainbow Sherbet Quart, 32 fl oz",13281673,71899189923,116,g,1 QUART/946 mL,4.82,0.87,1.74,30.4,139,139,0,49,0,,,74,22,,,,,,,,,,,,23.5,0,1.3,,,20.9
"7UP Lemon Lime Soda, 12 fl oz cans, 24 pack",10293740,78000012149,355,ml,12 fl oz,11.88,0,0,10.7,39,39,,,,,,,18,,,,,,,,,,,,10.7,,,,,10.7
"Franzia Vintner Select Chardonnay White Wine, 5 L Bag In Box, ABV 12.50%",11997753,83120102090,,,,18.73,0.07,0,2.16,,,0,9,0.27,10,18,71,5,0.12,,,,,0,,0.108,,,,0.96,0,,0.05,0,
"Daiya Dairy Free Gluten Free Meatless Meat Lover's Vegan Pizza, 19.1 oz (Frozen)",875388914,871459001999,136,g,13 oz/369 g,7.68,4.07,12.2,32.5,260,260,3.3,98,1.54,,,220,537,,,,0,,,,,,,,3.25,0,4.07,,,1.6
"Jose Cuervo Classic Lime Margarita Mix, 59.2 fl oz",38389503,811538011150,120,ml,59.2 fl oz,8.74,0,0,26.4,101,101,,20,,,,,34,,,,,,,,,,,,25,,,,,24.3
"Healthy Choice Power Bowls Adobo Chicken Frozen Meal, 9.75 oz (Frozen)",702555625,72655001312,276,g,9.75 ONZ,3.98,5.8,2.17,15.6,109,109,1.1,0,0.29,,,178,167,,181,,0,,2.2,,,,,,4.71,0,0.54,,,
"White Claw Hard Seltzer Variety Pack No.3, 12 Pack, 12 fl oz Cans, 5% ABV",615535643,635985800262,,,12 fl oz,15.48,0,0,0.28,28,28,,,,,,,10,,,,,,,,,,,,0.28,,,,,0.3
"Great Value Blue Fruit & Vegetable Smoothie, 8 Oz",956611016,78742359830,,,,2.16,0.6,0.26,12.5,53,53,0.7,11,0.42,10,15,165,6,0.06,,0.3,,,8.2,,0.29,21.2,0,4.3,11.2,,0.053,0.075,0.63,
"Gardein Ultimate Plant-Based Vegan Chick'n Nuggets, 14.7 oz (Frozen)",253394032,842234002333,90,g,32 oz/2 lbs/907 g,7.92,14.9,8.51,17,202,202,1.1,0,2.34,,,0,617,,,,0,,,,,,,,1.06,0,0.53,,,
"nutpods Sugar Free, French Vanilla, Almond + Coconut Creamer, 25.4 oz",139648027,859922007396,15,ml,,5.24,0,6.67,20,133,133,0,0,0,,,,67,,0,,,,0,,,,,,20,0,0,,,
"KIND Kids 100% Whole Grain Gluten Free Chewy Chocolate Chip Granola Bars, 0.81 oz, 10 Count",721215411,602652260858,23,g,,5.54,13.8,31.9,44.3,486,486,6.4,115,3.08,166,314,460,46,2.7,,10.2,,,0.1,,2.94,7.7,0,37.4,22.6,,3.83,0.146,0,
"Quest Protein Bar, Smores, 20g Protein, 4 Ct",52642273,888849003891,60,g,8.5 OZ/240 g,8.88,35,11.7,36.7,317,317,23.3,167,1.2,,,,333,,0,,,,0,,,,,,1.67,0,4.17,,,
"Impossible Foods, Plant Based, Ground, Brick, 12oz, (Fresh)",377356856,816697021002,113,g,,6.78,23.2,29.7,2.79,371,371,0,674,0.43,24,451,136,560,2.6,,0.26,,,0,,0.118,2.5,0,15.4,0.51,,18.8,0.065,1.26,
"Great Value Pinto Beans, 4 lb",10314948,78742371481,35,g,,3.76,10.7,6.9,21.1,186,186,7.2,39,1.94,43,152,393,275,1.49,,1.68,,,0.6,,0.936,9,0,40.6,0.38,,1.17,0.237,0.22,
"Great Value No Sugar Added Cherry Pie Filling or Topping, 20 oz",13925372,78742277301,85,g,20 oz/567 g,3.12,0,0,9.41,41,41,1.2,12,0,,,82,12,,,,,,,,,,,,4.71,0,0,,,0
"Bob's Red Mill, Old Fashioned Rolled Oats, Gluten Free, 32 oz",887305646,39978033758,48,g,16 oz/1 lbs/453 g,7.42,17.1,6.1,65.8,390,390,9.8,49,4.39,,,,0,,0,,,,0,,,,,,2.44,0,1.22,,,
"P3 Turkey, Cashews, Cheddar Cheese & Cranberries Protein Snack Pack, 3.2 Oz Tray",138584087,44700094280,,,1.5 oz/42 g,3.48,16.7,28.6,23.8,429,429,2.4,357,1.71,,,250,381,,,,0,,,,,,,,16.7,0,11.9,,,14.3
"Atkins Milk Chocolate Delight Protein Shake, High Protein, Low Carb, Low Sugar, Keto, 4 Ct",10309800,637480065016,325,ml,,6.98,0.17,0,0.73,27,27,0,4,0,4,8,17,3,0.01,,0,,,0,,0,0,0,0,0,,0,0,0,
Roth Chvre Plain Fresh Goat Cheese Log 4 oz,206545158,736547329181,28,g,11 oz/311 g,2.88,17.9,21.4,0,250,250,0,71,0,,,136,321,,714,,14,,0,,,,,,,0,14.3,,,
"505 Southwestern Hatch Valley Flame Roasted Green Chiles, 16 oz",13424843,602050103504,30,g,36 oz/1.02 kg,3.66,0,0,3.33,33,33,3.3,0,0,,,0,967,,,,0,,26.7,,,,,,0,0,0,,,
"Prime Hydration Drink, Blue Raspberry, 16.9 fl oz, Single Bottle",584703296,850003560458,500,ml,500 MLT,2.18,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,0,0,0,,,0
"Celestial Seasonings Fruit Tea Sampler, Caffeine-Free Herbal Tea Bags, 18 Count",16915158,70734055003,2,g,,3.12,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,0,,,,,
"Pure Protein Bar, Chocolate Deluxe, 21g Protein, 1.76 oz, 12 Ct",152668820,749826138855,50,g,1.76 oz/50 g,16.94,42,9,34,360,360,4,300,3.6,,,,170,,0,,,,0,,,,,,6,0,6,,,
"Hillshire Snacking Hot Calabrese Salami, Gouda Cheese, Toasted Rounds Snack Kit, 2.76 oz",47446797,44500064797,78,g,2.76 oz/78 g,3,20.5,26.9,16.7,397,397,1.3,321,0.92,,,,1260,,,,,,0,,,,,,2.56,0,12.8,,,
"Hershey's Milk Chocolate Baking Chips, Bag 11.5 oz",10312015,34000146000,nan,nan,,2.57,9.76,35.7,51.7,568,568,3.6,,1.5,59,227,471,74,1.34,177,,,,1.8,,0.62,,,,44.6,0.15,17.4,0.07,,
"Aquafina Purified Water, 12 oz Bottled Water, 8 Count",17787225,12000014208,,,,3.78,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,
"Crunch Pak Snack with Fresh Tart Sliced Apples and Caramel, 2.75 oz",20703121,732313000056,,,14 oz/396 g,1.47,0,0,12.9,57,57,1.4,57,0,,,,0,,,,,,133,,,,,,9.29,0,0,,,
"Naked Juice Tropical Guava Fruit Smoothie, 15.2 oz Bottle",665515298,82592011312,,,,3.38,0.42,0,16.7,71,71,2.9,0,0.15,,,154,4,,0,5.63,,,25,,8.33,,,,12.1,0,0,0.833,2.5,
"CHI-CHI'S Thick and Chunky Salsa, Gluten Free, Chip Dip, Mild, 16oz Jar​ (1 Jar)",15610501,37600295383,30,g,16 oz/1 lbs/454 g,2.28,0,0,6.67,33,33,,,,,,,500,,,,,,4,,,,,,6.67,0,,,,
"Jack Daniel's Seasoned Beef Brisket, Fully Cooked, Ready to Heat, 16 oz Tray (Refrigerated)",46575488,811663028269,140,g,420 g,13.87,8.57,9.29,16.4,229,229,0,7,0.71,,,129,493,,,,,,,,,,,,16.4,0,3.57,,,
Kinder's The Chicken Dipping Sauce 13.2oz,2710203739,755795704052,,,,4.98,1.72,3.32,6.57,62,62,0,102,1.18,5,69,86,22,0.52,,0.88,,,6.6,,0.647,3,10,12.5,6.42,,1.4,0.038,0.19,
"HORMEL NATURAL CHOICE Original Thick Cut Uncured Pork Bacon, 20 oz (Plastic)",323450566,37600801058,15,g,89 g/3.15 oz,8.48,16.7,46.7,0,500,500,,,1.2,,,,1700,,,,,,,,,,,,,,20,,,
"Black Box California Chardonnay White Wine, 3 Liter Box (Four 750mL Bottles)",152622114,81434000040,,,,18.97,0.07,0,2.16,,,0,9,0.27,10,18,71,5,0.12,,,,,0,,0.108,,,,0.96,0,,0.05,0,
"Oscar Mayer Natural Slow Roasted Sliced Turkey Breast Deli Lunch Meat, 14 Oz Package",52518421,44700087626,56,g,,8,16.1,2.68,3.57,107,107,,,,,,,1000,,,,,,16.1,,,,,,0,0,0,,,
"Wild Caught Fresh Tuna Steaks, 0.75 - 0.875 lb",834772435,262137000005,,,12 oz/340 g,8.15,24.8,0.44,0,106,106,0,4,0.88,,,442,44,,,,,,,,,,,,0,0,0,,,0
"Chilled Famous Brand 4 Star Famous Beef Chili, 15 oz",10322118,76862111116,173,g,16 FL OZ/473 ml,4.18,0,23.3,13.3,267,267,0,20,0,,,80,2870,,,,0,,,,,,,,13.3,0,3.33,,,6.7
"Whole Earth Stevia Leaf & Monk Fruit Plant-Based Sweetener, 80 count, 5.6 oz",54270658,858982001399,2,g,5.6 oz/160 g,6.18,0,0,100,0,0,,,,,,,0,,,,,,,,,,,,0,,,,,
"SEEDS OF CHANGE Organic Seven Whole Grains, 8.5oz",20511639,748404288135,132,g,,2.46,0.04,0.02,7.63,87,87,0,2,0.09,1,1,1,7,0.04,,0,,,0,,0.015,0,0,0.3,6.76,,0,0,0,
"Marketside Butcher Lamb Shoulder Chop, 0.5-1.0 lb (Fresh)",710389244,260433000002,,,,7.88,27.4,16.3,0,264,264,0,20,1.89,26,209,349,387,3.78,,0.14,,,0,,6.92,4.3,0,100,0,,6.6,0.144,2.48,
"Sadler's Smokehouse Mesquite Smoked Sliced Beef Brisket, 1.0 - 1.6 lb Pack",46490642,250986000000,,,,22,29.4,12,0,231,231,0,10,2.74,22,227,285,377,7,,0.14,,,0,,3.7,1.7,0,105,0,,4.62,0.354,2.57,
"Sam's Choice Fully Cooked Uncured Turkey Bacon, 3 oz, 14 Slices",36479865,78742046785,12,g,3 oz/85 g,3.92,50,20.8,8.33,417,417,0,0,3,,,,1750,,0,,,,0,,,,,,0,0,4.17,,,
"Soylent Protein Nutrition Shake, Strawberry, 14 fl oz",238033778,858369006207,414,ml,,3.28,53.6,10.7,20.4,392,392,0,714,22.5,500,1430,1000,1210,18.8,6250,16.9,500,,75,,25,125,571,180,3.57,0,0,2.5,6.43,
